,aggrement,area,bacia,classe,year,Models,version
0,1,300050.8257848533,7616,21,1985,toExport,5
1,2,23967.42280179881,7616,21,1985,toExport,5
2,3,59954.68505379432,7616,21,1985,toExport,5
3,1,304785.0666620571,7616,21,1986,toExport,5
4,2,24578.40300576573,7616,21,1986,toExport,5
5,3,59249.609110213605,7616,21,1986,toExport,5
6,1,325210.3491150829,7616,21,1987,toExport,5
7,2,17705.974091405475,7616,21,1987,toExport,5
8,3,67478.69168252315,7616,21,1987,toExport,5
9,1,315163.6990106809,7616,21,1988,toExport,5
10,2,23596.108244168976,7616,21,1988,toExport,5
11,3,72392.65759155153,7616,21,1988,toExport,5
12,1,285025.996753834,7616,21,1989,toExport,5
13,2,8368.243237929199,7616,21,1989,toExport,5
14,3,102430.75530422988,7616,21,1989,toExport,5
15,1,303343.3097341181,7616,21,1990,toExport,5
16,2,23104.678099252505,7616,21,1990,toExport,5
17,3,97532.67627600068,7616,21,1990,toExport,5
18,1,306065.1426851311,7616,21,1991,toExport,5
19,2,11731.753349861738,7616,21,1991,toExport,5
20,3,97846.87039063143,7616,21,1991,toExport,5
21,1,304775.7518166634,7616,21,1992,toExport,5
22,2,11692.438141276069,7616,21,1992,toExport,5
23,3,108304.347256077,7616,21,1992,toExport,5
24,1,333536.81957857904,7616,21,1993,toExport,5
25,2,12754.624072885174,7616,21,1993,toExport,5
26,3,89908.98501917442,7616,21,1993,toExport,5
27,1,349837.63386561064,7616,21,1994,toExport,5
28,2,13286.286233547682,7616,21,1994,toExport,5
29,3,78864.98827857786,7616,21,1994,toExport,5
30,1,348795.4470097102,7616,21,1995,toExport,5
31,2,11759.954449453786,7616,21,1995,toExport,5
32,3,96012.73249821155,7616,21,1995,toExport,5
33,1,313823.36231734726,7616,21,1996,toExport,5
34,2,4394.006174737069,7616,21,1996,toExport,5
35,3,138936.30901543607,7616,21,1996,toExport,5
36,1,319199.1678528389,7616,21,1997,toExport,5
37,2,5337.198809111562,7616,21,1997,toExport,5
38,3,128220.43926596934,7616,21,1997,toExport,5
39,1,360081.70047723525,7616,21,1998,toExport,5
40,2,12228.525140078054,7616,21,1998,toExport,5
41,3,87081.4370709713,7616,21,1998,toExport,5
42,1,376263.4871551845,7616,21,1999,toExport,5
43,2,22308.24509200138,7616,21,1999,toExport,5
44,3,74348.26906647196,7616,21,1999,toExport,5
45,1,373799.409144895,7616,21,2000,toExport,5
46,2,23843.95273449172,7616,21,2000,toExport,5
47,3,89315.18756377744,7616,21,2000,toExport,5
48,1,382658.9706088743,7616,21,2001,toExport,5
49,2,24822.35652647896,7616,21,2001,toExport,5
